RT @THR: Tom Hiddleston on Carrie Fisher: "If we can take any lesson from her, it's to live as fully as we can" https://t.co/ZV55V8f5xW #Go	katy	1050479095	818608228288393216	2017-01-09 23:59:45
RT @Essence: The #GoldenGlobes After Party was as lit as the red carpet: https://t.co/MRJ9R55EEM https://t.co/GxiA0kI7GN	Stardust	56443257	818608227239809024	2017-01-09 23:59:45
RT @TEN_GOP: Apparently celebrities still haven't gotten the message - WE DON'T CARE WHAT YOU THINK.#GoldenGlobes https://t.co/lFQGBDq0aG	PATRIOTCONNECTION-LA	593975078	818608218909868032	2017-01-09 23:59:43
Talk about IGNORANT!! But her captive audience ate up the BS spewed up there! #MerylStreep #GoldenGlobes https://t.co/mlI5BEkodl	Grace Vasquez	570567264	818608215667707906	2017-01-09 23:59:42
RT @MakeupForWOC: "I see you. We see you" Congrats @TraceeEllisRoss on being the 1st black woman to win a #GoldenGlobes Best TV Series A	Goddess	2484881056	818608215197880321	2017-01-09 23:59:42
RT @Gi82ll: Here is Miss #GillianAnderson on Red Carpet @goldenglobes 2017 @believeinxfiles https://t.co/PfRmCbRaJp	Sasha's tiny cupcake	800304320	818608213843202049	2017-01-09 23:59:41
RT @SandraTXAS: ...and they wonder how Trump won#Hollywood#LiberalsUnite#MerylStreep #GoldenGlobes #MAGA #mondaymotivation https://t	Joseph Duffy	2897699699	818608208927408128	2017-01-09 23:59:40
RT @Hardline_Stance: #thefive Gutfeld on #GoldenGlobes Meryl Streep rant: "Trump shoulda tweeted 'Youre no Glenn Close.' That woulda got	Barbee Bryan	3257276071	818608205886418944	2017-01-09 23:59:39
RT @VogueRunway: Winona Ryder wears @viktor_and_rolf on the #GoldenGlobes red carpet. More: https://t.co/1u6ygU3ZYN https://t.co/bjainbArmo	Louvois	2448000006	818608203248402432	2017-01-09 23:59:39
RT @immigrant4trump: WATCH: Diamond and Silk DESTROY Hollywood Elite Meryl Streep #GoldenGlobes #MerylStreep https://t.co/Pv3L5VJNTI	adeplorble	86317143	818608198248755200	2017-01-09 23:59:38
RT @politico: "When the powerful use their position to bully others, we all lose": Meryl Streep rips Trump at the #GoldenGlobes https://t.c	FREDDIE	104937163	818608195266547712	2017-01-09 23:59:37
RT @goldenglobes: Congratulations to Zootopia (@DisneyZootopia) - Best Animated Feature Film - #GoldenGlobes https://t.co/QKhrkwZvzS	Sophia	3156943212	818608192976519169	2017-01-09 23:59:36
RT @ANOMALY1: Pompous Disgraceful Hypocrite Meryl Streep Bashes Trump at #GoldenGlobes, ignores Clinton Scandals , Endless Wars &amp; Lies ! #M	DEPLORABLE Saska	30492475	818608189650436096	2017-01-09 23:59:36
RT @Variety: Emma Stone wins best actress for #lalaland https://t.co/DqdA0k8PVX #GoldenGlobes https://t.co/jZHSqumCAr	aRthur	505372294	818608186500362240	2017-01-09 23:59:35
RT @THR: The #GoldenGlobes pays tribute to Carrie Fisher and Debbie Reynolds https://t.co/GBSxVwtW60 https://t.co/Kj2ub1Xez3	Andrea Rose Pass	2203657075	818608184751431680	2017-01-09 23:59:34
RT @TheTylt: RT if you agree Issa Rae has no need to be insecure in that stunning #GoldenGlobes Siriano gown!https://t.co/w4Zucw6CHD#Is	KAILA	37217346	818608179466686464	2017-01-09 23:59:33
The best and teh worst #GoldenGlobes #Fashion  https://t.co/jaH3sRoSJi	Closet On Top	781216966128250880	818608179277922309	2017-01-09 23:59:33
RT @goldenglobes: Congratulations to Damien Chazelle - Best Screenplay - La La Land (@LaLaLand) - #GoldenGlobes https://t.co/rgOcFEiD2r	Sophia	3156943212	818608178749435904	2017-01-09 23:59:33
RT @funder: Jared Kushner let in to Harvard cuz his dad stapled $2.5M chk to his app #Trump #TrumpLeaks #theresistance #goldenglobes #Meryl	Donna McArdle	268571122	818608175180029953	2017-01-09 23:59:32
RT @UniversalORL: How an award show calls itself the #GoldenGlobes yet doesn't have a category for Best Globe, we'll never understand. http	cutegirlandkurt1	2452266984	818608174743764992	2017-01-09 23:59:32
RT @Cinemathread: MOONLIGHT wins for Best Motion Picture, Drama! FINALLY #GoldenGlobes	Judy	3304214939	818608174580305920	2017-01-09 23:59:32
RT @FallonTonight: ICYMI: @JimmyFallon's #GoldenGlobes Cold Open https://t.co/QY2Zvn3KwK https://t.co/SkkLgOgiXv	line	42736192	818608174357876736	2017-01-09 23:59:32
RT @goldenglobes: Congrats to @RyanGosling, who won #GoldenGlobes Best Performance by an Actor in a Motion Picture - Musical or Comedy! htt	Sophia	3156943212	818608172005027841	2017-01-09 23:59:31
RT @goldenglobes: Always arriving in style, @lilycollins makes her way onto the #GoldenGlobes Red Carpet. https://t.co/Xv8cQb1Gph	Luca Milanese	2386163494	818608169756880897	2017-01-09 23:59:31
RT @nicktsimmons: Jim Carrey explaining what award shows really are. #GoldenGlobes #sorrynotsorry  https://t.co/nKFYNi5Q3x	Carmela RBL	30600780	818608168267747328	2017-01-09 23:59:30
'Actors should stay out of politics' cry the people who elected Reagan, Schwarzenegger and Trump #GoldenGlobes #MerylStreepForPresident	Lauren	54179944	818608165608529920	2017-01-09 23:59:30
RT @TheCrownNetflix: Honoured. Humbled. Happy.The Crown - Winner of Best Television Series - Drama. #GoldenGlobes https://t.co/O5N8UiZQV7	Heather	111146590	818608164081901568	2017-01-09 23:59:29
RT @BellTrumpkin: @MissLizzyNJ @NtoAlaska Why do they think their jobs are so important? Most celebs are Narcissists..#GoldenGlobes	ByeByeHellary	775574552080375815	818608161649262593	2017-01-09 23:59:29
RT @ArtLify: "Acting is a way of living out one's insanity."~Isabelle Huppert Best Actress (Drama:Elle) #GoldenGlobes by Marianne Ros	S Joubert	4123047552	818608160772497408	2017-01-09 23:59:29
RT @JarettSays: Has Priyanka Chopra ever looked less than sensational on a red carpet? (rhetorical question because I know the answer is no	 	807964585366089728	818608160629932032	2017-01-09 23:59:29
RT @charliekirk11: Hollywood believes in tolerance and diversity. As long as you vote and think like them #GoldenGlobes	Hakea Clavata	3252884832	818608154720272384	2017-01-09 23:59:27
RT @twistmag: .@DoveCameron had a total bombshell moment at this #GoldenGlobes party red carpet! More pics &gt;&gt; https://t.co/rQSTcmYC1j https	Stefany Lascano	2737943804	818608151570317313	2017-01-09 23:59:26
RT @heathermyim: Hey #LuchaUnderground fans, forget the #GoldenGlobes or award season, come watch @DelClosedFist this Sat @PackTheater w/ g	London...Paul London	898967750	818608144507162624	2017-01-09 23:59:25
RT @goldenglobes: Dev Patel and Sunny Pawar introduce a clip from @LionMovie, which is nominated for Best Motion Picture - Drama. #GoldenGl	Sophia	3156943212	818608140589604864	2017-01-09 23:59:24
RT @LucidNewsNet: Hi #MerylStreep #GoldenGlobes Was Trump Actually Mocking A Disabled Reporter? New Video Suggests He Wasn't https://t.co/	  	4171684919	818608139746447361	2017-01-09 23:59:24
RT @hitb0ynick: tracee ellis ross was best dressed at the #GoldenGlobes you can't tell me differently	Tamia Taylor	725843382552154112	818608139348176896	2017-01-09 23:59:24
RT @goldenglobes: Congratulations to Ryan Gosling (@RyanGosling) - Best Actor in a Motion Picture - Comedy or Musical - La La Land (@LaLaLa	Sophia	3156943212	818608135841730560	2017-01-09 23:59:23
RT @goldenglobes: Things got really Strange on the #GoldenGlobes Red Carpet. @Stranger_Things https://t.co/F6w0qLGMzt	hbday zayn	3374681451	818608134646136832	2017-01-09 23:59:22
#MerylStreep was the highlight of the #GoldenGlobes awards shows invariably boring but she struck real gold with her speech. #Trump go away.	Josiane Ochman	27390336	818608129315405825	2017-01-09 23:59:21
RT @goldenglobes: Best Performance by an Actress in a Supporting Role in any Motion Picture goes to @violadavis! #GoldenGlobes https://t.co	Sophia	3156943212	818608127713116160	2017-01-09 23:59:21
RT @goldenglobes: Congratulations to La La Land (@LaLaLand) - Best Motion Picture - Comedy or Musical - #GoldenGlobes https://t.co/EFcYV8bM	Retinue Media	1333209312	818608122977619968	2017-01-09 23:59:20
RT @tmillennialpost: Here are our thoughts on Meryl Streep! What do you think? #GoldenGlobes #MerylStreep https://t.co/NCBJoQllMH	Chris Clarkin	723703628775735296	818608117386772480	2017-01-09 23:59:18
RT @ScottErnst0331: #MerylStreep never lamented the disabled victim of the #ChicagoKidnapping b/c he liked #Trump.  #GoldenGlobes #MAGA #GO	Diana	86535361	818608116166234113	2017-01-09 23:59:18
RT @billboard: Meryl Streep criticizes Donald Trump at #GoldenGlobes, Twitter reacts https://t.co/wLkUgvyF1b https://t.co/Laf74HgKQm	ValenXx	2508092006	818608114077495297	2017-01-09 23:59:18
RT @immigrant4trump: Video: Meryl Streep Defends Child Rapist Roman Polanski "I am Really Sorry That He is In Jail" #Maga #GoldenGlobes htt	TheDeaconSpeakin	409697836	818608111439278080	2017-01-09 23:59:17
RT @kerrywashington: ICYMI: Kerry chats @Scandal and more with @ExtraTV -kw's krew #GoldenGlobes https://t.co/GG0tg17JNb	Suzanna Vasquez	387787061	818608109857841152	2017-01-09 23:59:17
RT @JarettSays: Line for Best Dressed at the #GoldenGlobes clearly starts behind Gina Rodriguez https://t.co/oGl4kbofPO	muvaaaBitch	2226916682	818608105672024067	2017-01-09 23:59:16
RT @goldenglobes: From candids to laughs to fist pumps, all the best moments from last night's EPIC #GoldenGlobes! https://t.co/hM9sJAt3Zv	Souren	737959048306434048	818608100718641153	2017-01-09 23:59:14
Thank you @goldenglobes for creating the perfect platform for Hollywood to show why Trump won.	Deborah Delaney	793259437884600322	818608098449457152	2017-01-09 23:59:14
You know who else won last night? #EmmaStones glam squad  @rachel_goodwin @mararoszak &amp; Petraoh and her Valenti https://t.co/3Xn9OZnZwH	EMMA-STONE.COM	101954691	818608093395230720	2017-01-09 23:59:13
RT @jeanniemai: Incase you missed it, you can watch @goldenglobes Red Carpet again! #GoldenGlobes #HFPA https://t.co/s2TEqV9juP	Miriam Munoz	3193855424	818608090438402048	2017-01-09 23:59:12
RT @minniemelange: Wow. @IssaRae in @CSiriano is a contender for best dressed at the #GoldenGlobes https://t.co/AGgOiYpZvt	Kismet	1273485416	818608088890613760	2017-01-09 23:59:12
RT @goldenglobes: .@emrata turns heads as she takes the #GoldenGlobes Red Carpet! https://t.co/9YPqnuK4cl	Luca Milanese	2386163494	818608087347171328	2017-01-09 23:59:11
RT @LGBT_Activist: LOL This may be the best response yet! Epic smackdown! #GoldenGlobes #MerylStreep https://t.co/ApdK7VLZ8k	Alpha Bromo	543635471	818608077985431552	2017-01-09 23:59:09
RT @goldenglobes: Congratulations to Viola Davis (@violadavis) - Best Supporting Actress in a Motion Picture - Fences (@FencesMovie) - #Gol	Sophia	3156943212	818608077461225473	2017-01-09 23:59:09
RT @immigrant4trump: Sorry #MerylStreep, If you repeat A LIE over 100 Times, Doesn't Make it True, You Watch Too much CNN! #GoldenGlobes ht	MAGA JAN 20	86989456	818608075779227648	2017-01-09 23:59:08
RT @LionMovie: #LionMovie is nominated for four @GoldenGlobes, including Best Picture, Drama! NOW PLAYING in theaters EVERYWHERE. https://t	ash	789866987744796672	818608071710806020	2017-01-09 23:59:07
RT @VogueRunway: From runway to red carpet: @SofiaVergara wears @ZMURADofficial Fall 2016 Couture at the #GoldenGlobes. More: https://t.co/	Louvois	2448000006	818608070972547073	2017-01-09 23:59:07
RT @KeyaMorgan: Guess who did the moonwalk last night on the red carpet of the #GoldenGlobes https://t.co/evXEzkSAQK	Margena A. Christian	32793096	818608059803168768	2017-01-09 23:59:05
RT @AmericanMex067: What Hollywood does:Glorifies:Violence Drug use Misogyny But Trump is the problem? #GoldenGlobes https://t.c	Kathie Lind	865185030	818608047748628482	2017-01-09 23:59:02
Trumps Response to #MerylStreep was so tacky &amp; unfounded calling herover-rated actress #GoldenGlobes honored he https://t.co/u3KJaTEbIH	Njeanous	61349124	818608047153119233	2017-01-09 23:59:02
Donald Trump hits back at Meryl Streep after her scathing #GoldenGlobes attack https://t.co/XBXOV4rsJk https://t.co/ForBmdwZoQ	HuffPost UK Ent	22987426	818608045106204672	2017-01-09 23:59:01
RT @andrewklavan: Suggestion: replace next year's #GoldenGlobes with reruns of Paddy Chayefsky's 1978 Academy Awards presentation. https://	Jazzbeau	2266091264	818608040836550656	2017-01-09 23:59:00
RT @VogueRunway: .@BlakeLively stuns in Atelier @Versace at the #GoldenGlobes: https://t.co/aq3Q07fq12 https://t.co/zXs7JMXktZ	Louvois	2448000006	818608039179747328	2017-01-09 23:59:00
RT @iJesseWilliams: I'mma let you finish, but #HiddenFences was the best film of the year! #GoldenGlobes https://t.co/pl7jRrBjP4	Saki77	2904015942	818608037325901825	2017-01-09 23:58:59
Pure Goddesses on the Carpet last night... #GoldenGlobes https://t.co/F3CLAvZ9PJ	  	136433079	818608033253167104	2017-01-09 23:58:58
RT @LaLaLand: The city of stars has never shined so brightly.  Congrats #LALALAND on 7 #GoldenGlobes wins including Best Picture! https://	enya	1136017676	818608029893394432	2017-01-09 23:58:57
RT @WeNeedTrump: I said it before the night started, if Americans cared about the leftist Hollywood views, Trump wouldn't have won. #Golden	4NoAJinkuga	3018347239	818608011816173569	2017-01-09 23:58:53
RT @goldenglobes: Round of applause for this year's winner for Best Television Series - Musical or Comedy, @AtlantaFX! #GoldenGlobes https:	Sophia	3156943212	818608007705722880	2017-01-09 23:58:52
RT @susanlpressler: @goldenglobes My dying handicapped brother watched Mr. Trump and cried. He fought his whole life. Thank you Meryl for y	drnbaron	42436866	818608004262166528	2017-01-09 23:58:51
RT @goldenglobes: Jake Gyllenhaal presents a clip from @deadpoolmovie, which is nominated at the #GoldenGlobes for Best Motion Picture - Co	#Trump4Brazil	1137979866	818607992853635072	2017-01-09 23:58:49
RT @AJEnglish: "Disrespect invites disrespect. Violence incites violence."Meryl Streep takes on Donald Trump in #GoldenGlobes speech. htt	Sharon	839339563	818607986360930304	2017-01-09 23:58:47
#Onset today with https://t.co/5Po1oA16Kx discussing the best and worst dressed on the #GoldenGlobes #redcarpet. https://t.co/IK797saKGn	Fashion Savage	1327465903	818607986331500548	2017-01-09 23:58:47
RT @Team_Trump45: Gibson &amp; Vaughn ~Two Trump supporters forced to watch psycho #MerylStreep #GoldenGlobes https://t.co/JtTXWITlkQ	ByeByeHellary	775574552080375815	818607984406302720	2017-01-09 23:58:47
RT @DanRather: Meryl Streep's anti-Trump speech at The Golden Globes touches on protecting journalists RT @goldenglobes: https://t.co/FTubR	Skybirdgirl	22631975	818607978945376256	2017-01-09 23:58:45
RT @goldenglobes: Congratulations to Atlanta (@AtlantaFX) - Best Television Series - Comedy or Musical - #GoldenGlobes https://t.co/XuldZxu	Sophia	3156943212	818607974189035521	2017-01-09 23:58:44
RT @lgmaterna: HILLARY said it best: NOT ACCEPTING ELECTION RESULTS IS A DIRECT THREAT TO DEMOCRACY, thus Hollywood is a threat, not victim	ByeByeHellary	775574552080375815	818607968526761984	2017-01-09 23:58:43
RT @goldenglobes: Still thinking about last nights #GoldenGlobes? Stay tuned for a video recap of all of last night's best moments! https:	VIP PR London	762964235282444289	818607968472236033	2017-01-09 23:58:43
Viola Davis had a striking moment in MichaelKors at the  #GoldenGlobes. https://t.co/1lr4FOlvVe https://t.co/y9jezjaY9l	Beauty Tips	701924400849776641	818607961710985216	2017-01-09 23:58:41
RT @Channel4News: When the powerful use their position to bully others, we all lose. Meryl Streep and Hugh Laurie attack Trump at the #Go	Bijan Moshaver	442077506	818607957357236229	2017-01-09 23:58:40
RT @YahooMovies: Meryl Streep totally called out #DonaldTrump in her #GoldenGlobes speech: https://t.co/Smb6Jq5GI8 https://t.co/RwTUJKaTr5	Mary Anne Wetton	296590796	818607956644294657	2017-01-09 23:58:40
RT @goldenglobes: Congratulations to @TraceeEllisRoss - Best TV Series Actress - Comedy or Musical - Black-ish (@black_ishABC) - #GoldenGlo	Sophia	3156943212	818607948440145921	2017-01-09 23:58:38
RT @TippeTyYay: Before you criticize #MerylStreep for being a celebrity w/ an opinion remember who Trump is, a celebrity w/ an opinion. #Me	Ricky Chu	26670904	818607935316250624	2017-01-09 23:58:35
RT @MusicNewsRumors: Carrie Underwood looked amazing on the #GoldenGlobes Red Carpet! @carrieunderwood https://t.co/X7gLLI7l7V	Glenn York	503308612	818607930924793856	2017-01-09 23:58:34
RT @australian: Is Meryl Streep's speech why @realDonaldTrump won? https://t.co/Czs1Xgxwzb #GoldenGlobes https://t.co/62JvgbSMCW	HYDEN OTTO	164184007	818607928374661120	2017-01-09 23:58:33
RT @goldenglobes: Emma Stone and @VancityReynolds present the first award of the night for Best Supporting Actor - Motion Picture. #GoldenG	Sophia	3156943212	818607927799980033	2017-01-09 23:58:33
RT @VoteTrumpPics: Out of touch #MerylStreep is lying &amp; spreading #FakeNews about @realDonaldTrump at #GoldenGlobes@mark_wahlberg said it	Hornet	1732405544	818607920682303488	2017-01-09 23:58:31
@goldenglobes @realDonaldTrump not everyone is a "Hillary flunky" many of us just think you are a disgraceful and disgusting piece of sh*t..	Richard Penze	750024433	818607918081830912	2017-01-09 23:58:31
RT @goldenglobes: Congratulations to Aaron Taylor-Johnson - Best Supporting Actor in a Motion Picture in Nocturnal Animals (@nocturnalanima	Sophia	3156943212	818607917670793216	2017-01-09 23:58:31
RT @goldenglobes: Such a look, @blakelively and @VancityReynolds! They have arrived on the #GoldenGlobes Red Carpet. https://t.co/mkABeiRomx	Sophia	3156943212	818607910813057025	2017-01-09 23:58:29
RT @RedCarpetTeam: Brie Larson is all smiles on the #GoldenGlobes red carpet  #ERedCarpet https://t.co/o0ltIG1kCm	Valerie A. Pedicone	4253693434	818607906702630912	2017-01-09 23:58:28
RT @WalshFreedom: 62 million Americans voted for Trump, but #MerylStreep &amp; 1,280 Hollywood libs last nite showed they have no fucking clue	Carol's Candy	94346289	818607903347245062	2017-01-09 23:58:27
RT @TimRunsHisMouth: I didn't watch the full #goldenglobes, but I'm sure most of the celebrities took a stand for the tortured handicapped	C. A. Barber	892023264	818607902969753600	2017-01-09 23:58:27
RT @Film4: Later tonight at 11.20pm, we're celebrating Emma Stone's Best Actress win at the #GoldenGlobes with her star-making performance	Philip	791581250100326400	818607897705934848	2017-01-09 23:58:26
RT @officialcharts: ICYMI: One film cleaned up on this year's #GoldenGlobes music prizes... https://t.co/rQQPPwVwIx https://t.co/jNtzX5EUfn	icedragon	2940082627	818607894476242944	2017-01-09 23:58:25
RT @9000x: Meryl Streep vs Trump(Subtitulado) #GoldenGlobes https://t.co/LB5naDExTb	fran Duartte	713364626696744960	818607893276598273	2017-01-09 23:58:25
RT @fornarisusi: "When the powerful use their position to bully others, we all lose" #MarylStreep #GoldenGlobes  https://t.co/riQnM4LGwy	lana	408239647	818607887018770432	2017-01-09 23:58:23
RT @ebrojiapp: After Meryl Streep at the #GoldenGlobes, Donald Trump #TwitterFingers about to be like: https://t.co/Swt47DZ7rZ	Nee-Nee	33527916	818607881075367936	2017-01-09 23:58:22
RT @carrieksada: .#MotivationalMonday:Why do actors w/ Multiple Personality Disorders believe the rest of America cares what they thi	tx conservative	1292620070	818607869423656960	2017-01-09 23:58:19
RT @NBCDFW: Meryl Streep takes aim at Donald Trump during the #GoldenGlobes. "disrespect invites disrespect." https://t.co/JuhIXhg0LN https	Debbie Hayesstoker	796850543486521345	818607866470928384	2017-01-09 23:58:19
RT @bocavista2016: I think the majority of Americans felt like Peppermint Patty tonight listening to #MerylStreep at the #GoldenGlobeshtt	Cameron	391110906	818607856027136002	2017-01-09 23:58:16
RT @BrittPettibone: Basically the faces of every Trump Supporter watching #MerylStreep's speech at the #GoldenGlobes. https://t.co/8j0gNrQ6	Shmedium Marshall	758470735811665920	818607854269726724	2017-01-09 23:58:16
RT @MTVNews:  @diegoluna_ can't stop talking about how much he loves Star Wars fans on the #GoldenGlobes red carpet: https://t.co/lrMZYcTg	amy	2971963948	818607843196682245	2017-01-09 23:58:13
RT @ThePerezHilton: THE most important moment you need to watch from the #GoldenGlobes! #MerylStreep's acceptance speech! HERE: https://t.c	Jeanette Mendez	809853296714412032	818607830785753088	2017-01-09 23:58:10
RT @MTV: Do you think P. Sawyer is wearing a B. Davis Clothes Over Bros original? #GoldenGlobes https://t.co/H5Mt8OETkO	priscilla 	2224146158	818607820941598720	2017-01-09 23:58:08
RT @voguemagazine: Sarah Jessica Parker looked ready to walk down the aisle in Vera Wang on the #GoldenGlobes red carpet. https://t.co/OWQk		2541685716	818607818592776192	2017-01-09 23:58:07
RT @archiveddie: Eddie Redmayne at the #GoldenGlobes Red Carpet https://t.co/YhAd2DNjS1	Andrea	166228403	818607815791087616	2017-01-09 23:58:06
RT @oureric: I would watch an entire evening of Viola Davis and Meryl Streep making speeches and and elevating the human race word by word.	Laura Brown	1093108238	818607814927089666	2017-01-09 23:58:06
RT @immigrant4trump: Sorry Hollywood Elitist #MerylStreep, If you repeat A LIE over 100 Times, Doesn't Make it True #GoldenGlobes https://t	Harvey Pooka	3012841963	818607813194706944	2017-01-09 23:58:06
RT @SuperheroSteel: And, Best Kiss went to.. Spideypool!What the heck, #GoldenGlobes?!?!?! #RyanReynolds #AndrewGarfield https://t.co/Apfc	Ali Horan Irwin 	949820100	818607799550832640	2017-01-09 23:58:03
RT @Carlos_S01: Roman Polanski the pedophile who raped little girls. Cc @atomicdeathfuck @NeoCivitas #GoldenGlobes #Trump  https://t.co/HsB	Patchwork	764487086690840577	818607788133912577	2017-01-09 23:58:00
RT @mariegill_: my queen Lily J [Collins] slaying the #GoldenGlobes red carpet!  https://t.co/XFTzd0Lvae		1634381143	818607785533284352	2017-01-09 23:57:59
RT @enews: She's never shined so brightly: Emma Stone arrives on the #ERedCarpet at the #GoldenGlobes. https://t.co/JCmxrBKHfv https://t.co	Valerie A. Pedicone	4253693434	818607782685503488	2017-01-09 23:57:59
RT @ScottPresler: I need Meryl Streep to think for me because Hillary Clinton raping Haiti of its money was ethical &amp; moral. #GoldenGlobe	Teddy  P I N K	28720999	818607781100093444	2017-01-09 23:57:58
RT @UgenesPolitics: I just wanna say that #MerylStreep probably had the best speech of 2017 and it's only Day 8 #GoldenGlobes https://t.co/	Catarina	2867514148	818607780898754569	2017-01-09 23:57:58
RT @goldenglobes: Congratulations to Donald Glover - Best Actor in a Television Series - Comedy or Musical - Atlanta (@AtlantaFX) - #Golden	jaxson	881260794	818607776427573248	2017-01-09 23:57:57
RT @shannonrwatts: Thank you Meryl Streep for calling out Donald Trump's despicable behavior. If we lose our compassion, we lose our humani	Tony Bono	257256436	818607769146232832	2017-01-09 23:57:55
